step,day,hour,root_depth,root_biomass,root_length,root_surface_area,root_distribution,root_density,root_activity,root_zone_volume,root_zone_layers,root_cohorts,fine_root_fraction,medium_root_fraction,coarse_root_fraction,cumulative_root_growth,daily_root_growth,step_count,last_update
318,14,5,40,0.7274,549.3782,163.1286,{},68.6723,0.3723,6.2300,[],[],0.3073,0.4161,0.2766,0.0000,0.0000,636,2025-10-17T21:51:36.380929
319,14,6,40,0.7295,533.5192,161.9168,{},66.6899,0.3691,6.2165,[],[],0.2881,0.4274,0.2846,0.0000,0.0000,638,2025-10-17T21:51:36.400467
320,14,7,40,0.7313,537.7202,162.4113,{},67.2150,0.3694,6.2322,[],[],0.2881,0.4295,0.2824,0.0000,0.0000,640,2025-10-17T21:51:36.419877
321,14,8,40,0.7329,554.8132,165.6221,{},69.3517,0.3670,6.3284,[],[],0.2970,0.4260,0.2770,0.0000,0.0000,642,2025-10-17T21:51:36.440103
322,14,9,40,0.7343,540.9766,163.7700,{},67.6221,0.3628,6.2745,[],[],0.2880,0.4276,0.2845,0.0000,0.0000,644,2025-10-17T21:51:36.459819
323,14,10,40,0.7355,543.8666,162.2054,{},67.9833,0.3655,6.2147,[],[],0.3012,0.4170,0.2818,0.0000,0.0000,646,2025-10-17T21:51:36.479137
324,14,11,40,0.7365,542.9927,163.6170,{},67.8741,0.3673,6.3046,[],[],0.2944,0.4194,0.2862,0.0000,0.0000,648,2025-10-17T21:51:36.498338
325,14,12,40,0.7374,546.9609,163.7287,{},68.3701,0.3669,6.2791,[],[],0.2939,0.4260,0.2801,0.0000,0.0000,650,2025-10-17T21:51:36.517720
326,14,13,40,0.7397,558.5034,165.4314,{},69.8129,0.3710,6.3688,[],[],0.3105,0.4106,0.2790,0.0000,0.0000,652,2025-10-17T21:51:36.537702
327,14,14,40,0.7433,558.7097,165.9136,{},69.8387,0.3667,6.4276,[],[],0.3109,0.4105,0.2786,0.0000,0.0000,654,2025-10-17T21:51:36.557681
328,14,15,40,0.7466,552.0694,164.3185,{},69.0087,0.3711,6.3522,[],[],0.3112,0.4080,0.2808,0.0000,0.0000,656,2025-10-17T21:51:36.577556
329,14,16,40,0.7494,559.2777,166.7354,{},69.9097,0.3703,6.4685,[],[],0.3122,0.4054,0.2824,0.0000,0.0000,658,2025-10-17T21:51:36.596885
330,14,17,40,0.7518,570.2266,167.7086,{},71.2783,0.3691,6.4381,[],[],0.3148,0.4090,0.2762,0.0000,0.0000,660,2025-10-17T21:51:36.616941
331,14,18,40,0.7539,581.5178,170.2459,{},72.6897,0.3706,6.5182,[],[],0.3177,0.4098,0.2724,0.0000,0.0000,662,2025-10-17T21:51:36.637541
332,14,19,40,0.7557,580.0997,169.7739,{},72.5125,0.3685,6.4946,[],[],0.3186,0.4092,0.2722,0.0000,0.0000,664,2025-10-17T21:51:36.657723
333,14,20,40,0.7574,592.4665,172.2474,{},74.0583,0.3681,6.5742,[],[],0.3245,0.4055,0.2700,0.0000,0.0000,666,2025-10-17T21:51:36.677187
334,14,21,40,0.7588,591.9186,172.0190,{},73.9898,0.3663,6.5306,[],[],0.3211,0.4090,0.2699,0.0000,0.0000,668,2025-10-17T21:51:36.696859
335,14,22,40,0.7601,606.5258,174.7270,{},75.8157,0.3642,6.6185,[],[],0.3302,0.4035,0.2663,0.0000,0.0000,670,2025-10-17T21:51:36.716321
336,14,23,40,0.7612,612.2007,173.1476,{},76.5251,0.3663,6.5506,[],[],0.3474,0.3904,0.2622,0.0000,0.0000,672,2025-10-17T21:51:36.735820
337,15,0,40,0.7623,621.6640,173.4905,{},77.7080,0.3669,6.5169,[],[],0.3549,0.3874,0.2577,0.0000,0.0000,674,2025-10-17T21:51:36.756180
338,15,1,40,0.7649,629.9711,174.3725,{},78.7464,0.3661,6.5282,[],[],0.3535,0.3935,0.2531,0.0000,0.0000,676,2025-10-17T21:51:36.776242
339,15,2,40,0.7689,616.4149,172.7997,{},77.0519,0.3644,6.5236,[],[],0.3497,0.3907,0.2596,0.0000,0.0000,678,2025-10-17T21:51:36.795876
340,15,3,40,0.7725,605.0360,171.3184,{},75.6295,0.3630,6.4730,[],[],0.3405,0.3955,0.2640,0.0000,0.0000,680,2025-10-17T21:51:36.815346
341,15,4,40,0.7756,608.5951,172.0121,{},76.0744,0.3605,6.4683,[],[],0.3403,0.3981,0.2615,0.0000,0.0000,682,2025-10-17T21:51:36.834838
342,15,5,40,0.7783,610.1121,172.4687,{},76.2640,0.3638,6.4882,[],[],0.3444,0.3943,0.2612,0.0000,0.0000,684,2025-10-17T21:51:36.855338
343,15,6,40,0.7807,600.9087,170.9576,{},75.1136,0.3651,6.4730,[],[],0.3434,0.3917,0.2649,0.0000,0.0000,686,2025-10-17T21:51:36.875794
344,15,7,40,0.7827,596.3288,168.8552,{},74.5411,0.3619,6.3628,[],[],0.3405,0.3956,0.2639,0.0000,0.0000,688,2025-10-17T21:51:36.895761
345,15,8,40,0.7845,584.1150,167.2438,{},73.0144,0.3630,6.3149,[],[],0.3302,0.4013,0.2685,0.0000,0.0000,690,2025-10-17T21:51:36.915595
346,15,9,40,0.7861,572.5033,166.8153,{},71.5629,0.3572,6.3648,[],[],0.3201,0.4063,0.2736,0.0000,0.0000,692,2025-10-17T21:51:36.936467
347,15,10,40,0.7874,584.0106,168.5144,{},73.0013,0.3617,6.4115,[],[],0.3322,0.3992,0.2686,0.0000,0.0000,694,2025-10-17T21:51:36.956819
348,15,11,40,0.7886,589.1656,169.0257,{},73.6457,0.3621,6.4491,[],[],0.3395,0.3933,0.2672,0.0000,0.0000,696,2025-10-17T21:51:36.976392
349,15,12,40,0.7897,595.1439,168.4788,{},74.3930,0.3656,6.3808,[],[],0.3454,0.3924,0.2622,0.0000,0.0000,698,2025-10-17T21:51:36.995930
350,15,13,40,0.7923,587.1406,167.9459,{},73.3926,0.3634,6.3670,[],[],0.3342,0.3989,0.2668,0.0000,0.0000,700,2025-10-17T21:51:37.014931
351,15,14,40,0.7964,588.4931,168.2496,{},73.5616,0.3618,6.4068,[],[],0.3404,0.3917,0.2679,0.0000,0.0000,702,2025-10-17T21:51:37.033829
352,15,15,40,0.8000,599.4879,170.5991,{},74.9360,0.3621,6.5019,[],[],0.3452,0.3895,0.2653,0.0000,0.0000,704,2025-10-17T21:51:37.052807
353,15,16,40,0.8032,585.4262,168.5668,{},73.1783,0.3576,6.4550,[],[],0.3330,0.3982,0.2688,0.0000,0.0000,706,2025-10-17T21:51:37.072019
354,15,17,40,0.8059,590.1766,167.7755,{},73.7721,0.3575,6.3956,[],[],0.3410,0.3945,0.2645,0.0000,0.0000,708,2025-10-17T21:51:37.091586
355,15,18,40,0.8083,585.0171,167.4125,{},73.1271,0.3576,6.4051,[],[],0.3361,0.3973,0.2666,0.0000,0.0000,710,2025-10-17T21:51:37.110405
356,15,19,40,0.8104,592.8301,169.0491,{},74.1038,0.3588,6.4380,[],[],0.3381,0.3971,0.2648,0.0000,0.0000,712,2025-10-17T21:51:37.130076
357,15,20,40,0.8122,587.0410,166.7874,{},73.3801,0.3586,6.3295,[],[],0.3372,0.4008,0.2620,0.0000,0.0000,714,2025-10-17T21:51:37.149495
358,15,21,40,0.8137,589.0349,166.3697,{},73.6294,0.3593,6.3466,[],[],0.3469,0.3897,0.2635,0.0000,0.0000,716,2025-10-17T21:51:37.168691
359,15,22,40,0.8151,569.5845,165.1203,{},71.1981,0.3597,6.3409,[],[],0.3298,0.4000,0.2702,0.0000,0.0000,718,2025-10-17T21:51:37.187814
360,15,23,40,0.8163,561.6009,166.0192,{},70.2001,0.3591,6.4087,[],[],0.3144,0.4091,0.2765,0.0000,0.0000,720,2025-10-17T21:51:37.207039
361,16,0,40,0.8173,562.6013,164.5547,{},70.3252,0.3613,6.3405,[],[],0.3212,0.4038,0.2750,0.0000,0.0000,722,2025-10-17T21:51:37.226792
362,16,1,40,0.8207,571.5953,165.6816,{},71.4494,0.3639,6.3747,[],[],0.3259,0.4026,0.2715,0.0000,0.0000,724,2025-10-17T21:51:37.245392
363,16,2,40,0.8262,556.7578,164.4573,{},69.5947,0.3640,6.3548,[],[],0.3109,0.4090,0.2801,0.0000,0.0000,726,2025-10-17T21:51:37.264799
364,16,3,40,0.8311,563.0124,164.7885,{},70.3765,0.3638,6.3540,[],[],0.3160,0.4065,0.2775,0.0000,0.0000,728,2025-10-17T21:51:37.284547
365,16,4,40,0.8354,564.4655,166.4429,{},70.5582,0.3667,6.4597,[],[],0.3193,0.3999,0.2808,0.0000,0.0000,730,2025-10-17T21:51:37.304170
366,16,5,40,0.8391,568.5406,167.3588,{},71.0676,0.3674,6.4949,[],[],0.3245,0.3947,0.2808,0.0000,0.0000,732,2025-10-17T21:51:37.323849
367,16,6,40,0.8423,573.6203,168.4021,{},71.7025,0.3682,6.5243,[],[],0.3274,0.3910,0.2816,0.0000,0.0000,734,2025-10-17T21:51:37.343051
368,16,7,40,0.8451,566.0154,167.7963,{},70.7519,0.3644,6.5084,[],[],0.3216,0.3933,0.2850,0.0000,0.0000,736,2025-10-17T21:51:37.363092
369,16,8,40,0.8475,578.0995,169.0472,{},72.2624,0.3615,6.5101,[],[],0.3308,0.3909,0.2783,0.0000,0.0000,738,2025-10-17T21:51:37.383055
370,16,9,40,0.8496,578.9498,170.0015,{},72.3687,0.3627,6.5698,[],[],0.3265,0.3946,0.2789,0.0000,0.0000,740,2025-10-17T21:51:37.402501
371,16,10,40,0.8514,577.9373,169.2273,{},72.2422,0.3597,6.5253,[],[],0.3284,0.3918,0.2798,0.0000,0.0000,742,2025-10-17T21:51:37.422563
372,16,11,40,0.8530,589.3134,171.4571,{},73.6642,0.3585,6.5993,[],[],0.3316,0.3937,0.2748,0.0000,0.0000,744,2025-10-17T21:51:37.442758
373,16,12,40,0.8544,589.9604,171.6546,{},73.7450,0.3528,6.6055,[],[],0.3362,0.3895,0.2743,0.0000,0.0000,746,2025-10-17T21:51:37.463042
374,16,13,40,0.8578,600.2585,174.0967,{},75.0323,0.3545,6.7146,[],[],0.3396,0.3884,0.2720,0.0000,0.0000,748,2025-10-17T21:51:37.483890
375,16,14,40,0.8633,607.4121,174.0199,{},75.9265,0.3535,6.6708,[],[],0.3495,0.3823,0.2683,0.0000,0.0000,750,2025-10-17T21:51:37.503241
376,16,15,40,0.8681,607.0580,173.8790,{},75.8823,0.3533,6.6936,[],[],0.3558,0.3754,0.2689,0.0000,0.0000,752,2025-10-17T21:51:37.522794
377,16,16,40,0.8724,617.2044,175.7779,{},77.1506,0.3563,6.7392,[],[],0.3582,0.3767,0.2651,0.0000,0.0000,754,2025-10-17T21:51:37.542400
378,16,17,40,0.8760,616.1226,175.6576,{},77.0153,0.3630,6.7327,[],[],0.3601,0.3747,0.2653,0.0000,0.0000,756,2025-10-17T21:51:37.561844
379,16,18,40,0.8791,620.8519,176.8552,{},77.6065,0.3621,6.7866,[],[],0.3585,0.3767,0.2648,0.0000,0.0000,758,2025-10-17T21:51:37.581358
380,16,19,40,0.8818,631.3233,177.5961,{},78.9154,0.3626,6.7925,[],[],0.3654,0.3732,0.2615,0.0000,0.0000,760,2025-10-17T21:51:37.600773
381,16,20,40,0.8842,621.8713,177.5427,{},77.7339,0.3616,6.8539,[],[],0.3585,0.3735,0.2679,0.0000,0.0000,762,2025-10-17T21:51:37.619995
382,16,21,40,0.8862,609.1679,176.9991,{},76.1460,0.3608,6.8588,[],[],0.3431,0.3835,0.2734,0.0000,0.0000,764,2025-10-17T21:51:37.639512
383,16,22,40,0.8880,601.3227,176.9017,{},75.1653,0.3630,6.8925,[],[],0.3354,0.3853,0.2793,0.0000,0.0000,766,2025-10-17T21:51:37.659013
384,16,23,40,0.8896,605.7644,177.3460,{},75.7205,0.3644,6.8624,[],[],0.3299,0.3956,0.2745,0.0000,0.0000,768,2025-10-17T21:51:37.678481
385,17,0,40,0.8909,590.5884,174.6194,{},73.8235,0.3603,6.7620,[],[],0.3216,0.3993,0.2791,0.0000,0.0000,770,2025-10-17T21:51:37.698312
386,17,1,40,0.8938,580.8176,174.6012,{},72.6022,0.3661,6.8156,[],[],0.3135,0.3996,0.2869,0.0000,0.0000,772,2025-10-17T21:51:37.717603
387,17,2,40,0.8981,580.9536,173.3725,{},72.6192,0.3688,6.8066,[],[],0.3212,0.3904,0.2884,0.0000,0.0000,774,2025-10-17T21:51:37.736815
388,17,3,40,0.9019,582.8068,173.1038,{},72.8508,0.3726,6.7885,[],[],0.3225,0.3910,0.2865,0.0000,0.0000,776,2025-10-17T21:51:37.756084
389,17,4,40,0.9052,594.4089,172.9154,{},74.3011,0.3711,6.7384,[],[],0.3369,0.3829,0.2802,0.0000,0.0000,778,2025-10-17T21:51:37.775506
390,17,5,40,0.9081,599.9435,173.2501,{},74.9929,0.3734,6.7442,[],[],0.3411,0.3819,0.2770,0.0000,0.0000,780,2025-10-17T21:51:37.794753
391,17,6,40,0.9106,581.8658,172.1008,{},72.7332,0.3736,6.7353,[],[],0.3208,0.3935,0.2857,0.0000,0.0000,782,2025-10-17T21:51:37.813843
392,17,7,40,0.9128,583.1813,171.0399,{},72.8977,0.3761,6.6762,[],[],0.3315,0.3860,0.2825,0.0000,0.0000,784,2025-10-17T21:51:37.834061
393,17,8,40,0.9148,566.1283,169.2622,{},70.7660,0.3741,6.6318,[],[],0.3183,0.3928,0.2889,0.0000,0.0000,786,2025-10-17T21:51:37.853437
394,17,9,40,0.9165,574.3307,171.1342,{},71.7913,0.3714,6.6963,[],[],0.3220,0.3933,0.2847,0.0000,0.0000,788,2025-10-17T21:51:37.872918
395,17,10,40,0.9180,567.7758,169.8473,{},70.9720,0.3675,6.6113,[],[],0.3161,0.3995,0.2844,0.0000,0.0000,790,2025-10-17T21:51:37.892186
396,17,11,40,0.9194,564.9788,170.9821,{},70.6223,0.3699,6.6845,[],[],0.3081,0.4032,0.2888,0.0000,0.0000,792,2025-10-17T21:51:37.911554
397,17,12,40,0.9206,554.7579,170.1577,{},69.3447,0.3687,6.6613,[],[],0.2956,0.4103,0.2940,0.0000,0.0000,794,2025-10-17T21:51:37.931038
398,17,13,40,0.9235,565.0566,170.6133,{},70.6321,0.3734,6.6558,[],[],0.3111,0.4007,0.2882,0.0000,0.0000,796,2025-10-17T21:51:37.950456
399,17,14,40,0.9281,566.3846,171.8758,{},70.7981,0.3720,6.7165,[],[],0.3101,0.3996,0.2903,0.0000,0.0000,798,2025-10-17T21:51:37.970761
400,17,15,40,0.9321,560.6557,171.8584,{},70.0820,0.3685,6.7570,[],[],0.3087,0.3951,0.2962,0.0000,0.0000,800,2025-10-17T21:51:37.990507
401,17,16,40,0.9356,558.3408,170.4528,{},69.7926,0.3683,6.7350,[],[],0.3181,0.3836,0.2983,0.0000,0.0000,802,2025-10-17T21:51:38.010443
402,17,17,40,0.9387,558.1340,170.2464,{},69.7667,0.3719,6.7471,[],[],0.3179,0.3859,0.2962,0.0000,0.0000,804,2025-10-17T21:51:38.030181
403,17,18,40,0.9413,556.9063,170.5957,{},69.6133,0.3684,6.7792,[],[],0.3180,0.3845,0.2975,0.0000,0.0000,806,2025-10-17T21:51:38.049549
404,17,19,40,0.9436,569.4575,172.5439,{},71.1822,0.3695,6.8413,[],[],0.3235,0.3821,0.2944,0.0000,0.0000,808,2025-10-17T21:51:38.068769
405,17,20,40,0.9456,567.4111,171.2671,{},70.9264,0.3768,6.7446,[],[],0.3208,0.3879,0.2913,0.0000,0.0000,810,2025-10-17T21:51:38.088356
406,17,21,40,0.9473,564.8981,172.9397,{},70.6123,0.3763,6.8202,[],[],0.3088,0.3980,0.2932,0.0000,0.0000,812,2025-10-17T21:51:38.107782
407,17,22,40,0.9488,568.7749,173.3494,{},71.0969,0.3738,6.8434,[],[],0.3150,0.3930,0.2920,0.0000,0.0000,814,2025-10-17T21:51:38.126988
408,17,23,40,0.9501,559.2331,172.0204,{},69.9041,0.3777,6.8284,[],[],0.3117,0.3933,0.2951,0.0000,0.0000,816,2025-10-17T21:51:38.146730
409,18,0,40,0.9513,553.5097,171.4780,{},69.1887,0.3773,6.7977,[],[],0.3018,0.4014,0.2968,0.0000,0.0000,818,2025-10-17T21:51:38.166477
410,18,1,40,0.9541,556.2431,172.5563,{},69.5304,0.3764,6.8561,[],[],0.3036,0.3990,0.2974,0.0000,0.0000,820,2025-10-17T21:51:38.186725
411,18,2,40,0.9583,557.2839,171.7453,{},69.6605,0.3709,6.7933,[],[],0.3016,0.4035,0.2950,0.0000,0.0000,822,2025-10-17T21:51:38.205775
412,18,3,40,0.9621,551.9902,170.4205,{},68.9988,0.3743,6.7107,[],[],0.2937,0.4129,0.2934,0.0000,0.0000,824,2025-10-17T21:51:38.224717
413,18,4,40,0.9654,556.3415,169.6693,{},69.5427,0.3749,6.6667,[],[],0.3065,0.4020,0.2915,0.0000,0.0000,826,2025-10-17T21:51:38.243542
414,18,5,40,0.9682,564.8682,171.4303,{},70.6085,0.3775,6.7502,[],[],0.3132,0.3992,0.2875,0.0000,0.0000,828,2025-10-17T21:51:38.262763
415,18,6,40,0.9707,564.8464,170.5589,{},70.6058,0.3787,6.6997,[],[],0.3165,0.3962,0.2872,0.0000,0.0000,830,2025-10-17T21:51:38.282897
416,18,7,40,0.9728,563.2216,169.3749,{},70.4027,0.3772,6.6901,[],[],0.3248,0.3862,0.2890,0.0000,0.0000,832,2025-10-17T21:51:38.302464
417,18,8,40,0.9747,564.6198,169.3742,{},70.5775,0.3776,6.6691,[],[],0.3235,0.3884,0.2880,0.0000,0.0000,834,2025-10-17T21:51:38.322070
418,18,9,40,0.9763,549.1752,166.6670,{},68.6469,0.3771,6.6105,[],[],0.3187,0.3833,0.2981,0.0000,0.0000,836,2025-10-17T21:51:38.341766
419,18,10,40,0.9777,551.5526,165.5867,{},68.9441,0.3783,6.5134,[],[],0.3209,0.3877,0.2914,0.0000,0.0000,838,2025-10-17T21:51:38.360964
420,18,11,40,0.9789,553.4819,166.6236,{},69.1852,0.3796,6.5477,[],[],0.3193,0.3899,0.2909,0.0000,0.0000,840,2025-10-17T21:51:38.380405
421,18,12,40,0.9800,554.2923,166.4171,{},69.2865,0.3816,6.5431,[],[],0.3178,0.3928,0.2894,0.0000,0.0000,842,2025-10-17T21:51:38.399976
422,18,13,40,0.9827,553.8327,166.0547,{},69.2291,0.3839,6.5161,[],[],0.3214,0.3907,0.2878,0.0000,0.0000,844,2025-10-17T21:51:38.419502
423,18,14,40,0.9870,547.3031,165.5334,{},68.4129,0.3781,6.5063,[],[],0.3120,0.3993,0.2887,0.0000,0.0000,846,2025-10-17T21:51:38.439158
424,18,15,40,0.9908,549.8845,166.1683,{},68.7356,0.3804,6.5095,[],[],0.3098,0.4053,0.2849,0.0000,0.0000,848,2025-10-17T21:51:38.458791
425,18,16,40,0.9941,550.1770,167.4635,{},68.7721,0.3728,6.5765,[],[],0.3055,0.4091,0.2854,0.0000,0.0000,850,2025-10-17T21:51:38.478245
426,18,17,40,0.9970,553.3323,167.7162,{},69.1665,0.3740,6.5851,[],[],0.3073,0.4084,0.2843,0.0000,0.0000,852,2025-10-17T21:51:38.498122
427,18,18,40,0.9994,548.3773,165.8518,{},68.5472,0.3734,6.5312,[],[],0.3138,0.3990,0.2872,0.0000,0.0000,854,2025-10-17T21:51:38.518275
428,18,19,40,1.0016,559.5662,166.1484,{},69.9458,0.3703,6.5000,[],[],0.3278,0.3928,0.2793,0.0000,0.0000,856,2025-10-17T21:51:38.538373
429,18,20,40,1.0034,561.6387,166.5051,{},70.2048,0.3719,6.5185,[],[],0.3261,0.3950,0.2788,0.0000,0.0000,858,2025-10-17T21:51:38.559067
430,18,21,40,1.0050,558.6344,166.1831,{},69.8293,0.3708,6.5274,[],[],0.3276,0.3901,0.2822,0.0000,0.0000,860,2025-10-17T21:51:38.578430
431,18,22,40,1.0064,564.7736,167.5060,{},70.5967,0.3712,6.5575,[],[],0.3238,0.3979,0.2783,0.0000,0.0000,862,2025-10-17T21:51:38.597633
432,18,23,40,1.0077,552.4867,166.4999,{},69.0608,0.3756,6.5665,[],[],0.3183,0.3953,0.2864,0.0000,0.0000,864,2025-10-17T21:51:38.616990
433,19,0,40,1.0087,551.3433,167.5515,{},68.9179,0.3739,6.6272,[],[],0.3148,0.3955,0.2897,0.0000,0.0000,866,2025-10-17T21:51:38.637556
434,19,1,40,1.0118,556.0222,168.8795,{},69.5028,0.3696,6.6785,[],[],0.3142,0.3970,0.2887,0.0000,0.0000,868,2025-10-17T21:51:38.657408
435,19,2,40,1.0168,549.4047,168.5082,{},68.6756,0.3726,6.6762,[],[],0.3048,0.4012,0.2940,0.0000,0.0000,870,2025-10-17T21:51:38.676803
436,19,3,40,1.0213,560.1852,169.0669,{},70.0231,0.3743,6.6581,[],[],0.3193,0.3932,0.2874,0.0000,0.0000,872,2025-10-17T21:51:38.696863
437,19,4,40,1.0252,565.1717,167.5676,{},70.6465,0.3718,6.5261,[],[],0.3317,0.3871,0.2812,0.0000,0.0000,874,2025-10-17T21:51:38.716966
438,19,5,40,1.0285,572.8575,167.2206,{},71.6072,0.3714,6.4513,[],[],0.3427,0.3808,0.2765,0.0000,0.0000,876,2025-10-17T21:51:38.737144
439,19,6,40,1.0314,573.8462,168.4942,{},71.7308,0.3694,6.4824,[],[],0.3322,0.3918,0.2760,0.0000,0.0000,878,2025-10-17T21:51:38.757271
440,19,7,40,1.0339,573.8391,168.5119,{},71.7299,0.3686,6.4966,[],[],0.3337,0.3891,0.2772,0.0000,0.0000,880,2025-10-17T21:51:38.776966
441,19,8,40,1.0361,566.1408,166.8165,{},70.7676,0.3667,6.4547,[],[],0.3352,0.3847,0.2801,0.0000,0.0000,882,2025-10-17T21:51:38.796643
442,19,9,40,1.0379,575.3995,166.7883,{},71.9249,0.3698,6.4269,[],[],0.3437,0.3818,0.2745,0.0000,0.0000,884,2025-10-17T21:51:38.816080
443,19,10,40,1.0396,571.7736,168.8572,{},71.4717,0.3696,6.5097,[],[],0.3249,0.3957,0.2794,0.0000,0.0000,886,2025-10-17T21:51:38.835420
444,19,11,40,1.0410,568.3606,169.2913,{},71.0451,0.3651,6.5385,[],[],0.3143,0.4027,0.2830,0.0000,0.0000,888,2025-10-17T21:51:38.854813
445,19,12,40,1.0423,563.5686,169.5136,{},70.4461,0.3637,6.5491,[],[],0.3105,0.4047,0.2848,0.0000,0.0000,890,2025-10-17T21:51:38.874712
446,19,13,40,1.0455,573.9389,170.4242,{},71.7424,0.3666,6.5631,[],[],0.3237,0.3963,0.2800,0.0000,0.0000,892,2025-10-17T21:51:38.894383
447,19,14,40,1.0505,578.9233,171.4174,{},72.3654,0.3685,6.6036,[],[],0.3256,0.3958,0.2786,0.0000,0.0000,894,2025-10-17T21:51:38.914345
448,19,15,40,1.0550,572.0741,172.3548,{},71.5093,0.3676,6.6614,[],[],0.3081,0.4081,0.2838,0.0000,0.0000,896,2025-10-17T21:51:38.934692
449,19,16,40,1.0589,571.0533,171.5557,{},71.3817,0.3672,6.5834,[],[],0.3049,0.4117,0.2834,0.0000,0.0000,898,2025-10-17T21:51:38.954510
450,19,17,40,1.0623,577.4057,172.3811,{},72.1757,0.3704,6.5942,[],[],0.3109,0.4086,0.2805,0.0000,0.0000,900,2025-10-17T21:51:38.974771
451,19,18,40,1.0653,587.6168,174.2306,{},73.4521,0.3719,6.6773,[],[],0.3191,0.4022,0.2787,0.0000,0.0000,902,2025-10-17T21:51:38.994810
452,19,19,40,1.0679,588.0164,173.5905,{},73.5020,0.3723,6.6333,[],[],0.3194,0.4026,0.2781,0.0000,0.0000,904,2025-10-17T21:51:39.014747
453,19,20,40,1.0702,578.7421,172.3670,{},72.3428,0.3710,6.5760,[],[],0.3072,0.4100,0.2828,0.0000,0.0000,906,2025-10-17T21:51:39.034616
454,19,21,40,1.0722,570.1894,171.7948,{},71.2737,0.3698,6.6092,[],[],0.3084,0.4015,0.2901,0.0000,0.0000,908,2025-10-17T21:51:39.054456
455,19,22,40,1.0740,571.3482,171.6979,{},71.4185,0.3692,6.5950,[],[],0.3082,0.4032,0.2886,0.0000,0.0000,910,2025-10-17T21:51:39.074274
456,19,23,40,1.0755,570.2340,172.0856,{},71.2793,0.3709,6.6179,[],[],0.3053,0.4030,0.2917,0.0000,0.0000,912,2025-10-17T21:51:39.093763
457,20,0,40,1.0769,567.8343,171.0729,{},70.9793,0.3704,6.5723,[],[],0.3071,0.3994,0.2935,0.0000,0.0000,914,2025-10-17T21:51:39.113917
458,20,1,40,1.0801,553.5186,169.6411,{},69.1898,0.3737,6.5032,[],[],0.2929,0.4081,0.2990,0.0000,0.0000,916,2025-10-17T21:51:39.133981
459,20,2,40,1.0851,568.6237,171.8090,{},71.0780,0.3749,6.5756,[],[],0.3031,0.4046,0.2923,0.0000,0.0000,918,2025-10-17T21:51:39.154364
460,20,3,40,1.0896,574.0341,172.9287,{},71.7543,0.3753,6.5829,[],[],0.3002,0.4121,0.2877,0.0000,0.0000,920,2025-10-17T21:51:39.174367
461,20,4,40,1.0934,576.2039,173.4826,{},72.0255,0.3741,6.5750,[],[],0.2956,0.4174,0.2870,0.0000,0.0000,922,2025-10-17T21:51:39.193906
462,20,5,40,1.0968,573.4605,172.6498,{},71.6826,0.3734,6.5617,[],[],0.2970,0.4152,0.2879,0.0000,0.0000,924,2025-10-17T21:51:39.213207
463,20,6,40,1.0997,592.3080,174.8944,{},74.0385,0.3757,6.6362,[],[],0.3135,0.4066,0.2799,0.0000,0.0000,926,2025-10-17T21:51:39.234907
464,20,7,40,1.1022,600.7432,175.3948,{},75.0929,0.3715,6.6460,[],[],0.3223,0.4009,0.2768,0.0000,0.0000,928,2025-10-17T21:51:39.254148
465,20,8,40,1.1043,601.6929,174.3213,{},75.2116,0.3752,6.6118,[],[],0.3345,0.3902,0.2753,0.0000,0.0000,930,2025-10-17T21:51:39.273558
466,20,9,40,1.1062,606.6137,174.9894,{},75.8267,0.3751,6.6328,[],[],0.3360,0.3893,0.2746,0.0000,0.0000,932,2025-10-17T21:51:39.293434
467,20,10,40,1.1078,606.9775,174.9884,{},75.8722,0.3741,6.6177,[],[],0.3320,0.3933,0.2746,0.0000,0.0000,934,2025-10-17T21:51:39.312864
468,20,11,40,1.1093,611.1708,174.4289,{},76.3964,0.3710,6.6058,[],[],0.3423,0.3828,0.2749,0.0000,0.0000,936,2025-10-17T21:51:39.332248
469,20,12,40,1.1105,599.6492,171.2666,{},74.9561,0.3665,6.4843,[],[],0.3361,0.3885,0.2755,0.0000,0.0000,938,2025-10-17T21:51:39.351842
470,20,13,40,1.1137,615.5201,173.3208,{},76.9400,0.3661,6.5222,[],[],0.3440,0.3847,0.2713,0.0000,0.0000,940,2025-10-17T21:51:39.371163
471,20,14,40,1.1187,614.2198,173.2920,{},76.7775,0.3616,6.4900,[],[],0.3406,0.3901,0.2693,0.0000,0.0000,942,2025-10-17T21:51:39.391098
472,20,15,40,1.1231,618.5398,173.0526,{},77.3175,0.3590,6.4685,[],[],0.3506,0.3819,0.2675,0.0000,0.0000,944,2025-10-17T21:51:39.410795
473,20,16,40,1.1269,617.3128,173.9530,{},77.1641,0.3602,6.5073,[],[],0.3430,0.3888,0.2682,0.0000,0.0000,946,2025-10-17T21:51:39.430125
474,20,17,40,1.1303,624.8400,174.2775,{},78.1050,0.3629,6.4736,[],[],0.3470,0.3905,0.2624,0.0000,0.0000,948,2025-10-17T21:51:39.449954
475,20,18,40,1.1331,612.4834,173.6227,{},76.5604,0.3661,6.4652,[],[],0.3331,0.4008,0.2661,0.0000,0.0000,950,2025-10-17T21:51:39.470120
476,20,19,40,1.1356,603.2174,170.9926,{},75.4022,0.3682,6.3992,[],[],0.3344,0.3947,0.2709,0.0000,0.0000,952,2025-10-17T21:51:39.490164
